X,y
"(MoO2S,8);(MoO,2);(MoO2S,6)","(MoO,2);(MoO2S,158)"
"(MoS,7);(MoOS2,163);(MoS,3)","(MoOS2,119);(MoO2S,161)"
"(MoS,7);(MoOS2,163);(MoS,3)","(MoOS2,119);(MoO2S,161)"
"(MoS3,8);(MoS4,5);(MoOS5,4)","(MoOS3,5);(MoO2S,159)"
"(MoOS,33);(MoOS3,7);(MoOS5,1)","(MoOS,9);(MoO2S,182)"
"(MoO3,5);(MoO2,1);(MoO2S,71)","(Mo,3);(MoO2S,184)"
"(Mo2S7,20);(MoOS2,4);(MoO2S,63)","(MoO,2);(MoO2S,169)"
"(MoO2S,8);(MoO,2);(MoO2S,6)","(MoO,2);(MoO2S,158)"
"(MoO3,5);(MoO2,1);(MoO2S,71)","(Mo,3);(MoO2S,184)"
"(MoO2S,96);(MoO,2);(MoO2S,3)","(MoO,2);(MoO2S,157)"
"(MoO2,242);(MoO,2);(MoO2,6)","(MoO,136);(MoO2S,170)"
"(MoOS,11);(MoS3,1);(MoS2,1)","(MoOS2,103);(MoO2S,186)"
"(MoS3,8);(MoS4,5);(MoOS5,4)","(MoOS3,5);(MoO2S,159)"
"(MoOS2,29);(MoOS4,1);(MoS3,2)","(MoS2,75);(MoO2S,204)"
"(MoO2S2,6);(Mo,1);(MoOS,1)","(MoO2S2,2);(MoO2S,213)"
"(Mo3O9S2,3);(MoO3,17);(MoO2S,120)","(MoO,2);(MoO2S,211)"
"(Mo3O9,2);(MoO3,26);(MoO2S2,1)","(MoO2,31);(MoO2S,216)"
"(MoO2,4);(MoO,179);(MoO2S,15)","(MoO,2);(MoO2S,226)"
"(MoS,2);(MoOS2,312);(MoO2S,9)","(MoO,333);(MoO2S,201)"
"(MoO2S2,6);(Mo,1);(MoOS,1)","(MoO2S2,2);(MoO2S,213)"
"(Mo2S8,1);(Mo2S6,22);(MoS3,6)","(MoOS,112);(MoO2S,213)"
"(MoO2S,47);(MoO,2);(MoO2S,13)","(MoO,4);(MoO2S,218)"
"(MoO,95);(MoOS,189);(MoO2S,12)","(MoO,2);(MoO2S,194)"
"(Mo2S8,1);(Mo2S6,22);(MoS3,6)","(MoOS,112);(MoO2S,213)"
"(MoO3,2);(MoO2,621);(MoO2S,69)","(MoS,6);(MoO2S,216)"
"(MoO2S,26);(MoO,2);(MoO2S,11)","(MoO,2);(MoO2S,190)"
"(MoO2,4);(MoO,179);(MoO2S,15)","(MoO,2);(MoO2S,226)"
"(MoO2S,15);(MoO,212);(MoO2S,88)","(MoO,2);(MoO2S,204)"
"(Mo3O9,2);(MoO3,26);(MoO2S2,1)","(MoO2,31);(MoO2S,216)"
"(MoO3,2);(MoO2,621);(MoO2S,69)","(MoS,6);(MoO2S,216)"
"(MoO2,25);(MoOS,779);(MoS3,12)","(MoOS3,16);(MoO2S,236)"
"(MoO2S2,1);(MoO,4);(MoO2S,26)","(MoO,2);(MoO2S,236)"
"(MoO2S2,1);(MoO,4);(MoO2S,26)","(MoO,2);(MoO2S,236)"
"(MoOS3,5);(MoOS,2);(MoOS3,10)","(MoOS,98);(MoO2S,250)"
"(MoOS3,5);(MoOS,2);(MoOS3,10)","(MoOS,98);(MoO2S,250)"
"(MoO2S,20);(MoOS2,3);(MoO2S3,29)","(MoS,74);(MoO2S,273)"
"(MoO2,41);(MoO,156);(MoO2S,22)","(MoO,3);(MoO2S,271)"
"(MoO2S,4);(MoO,2);(MoO2S,54)","(MoO,3);(MoO2S,316)"
"(MoO2S,4);(MoO,2);(MoO2S,54)","(MoO,3);(MoO2S,316)"
"(MoO,21);(MoOS2,3);(MoS,178)","(MoS3,14);(MoO2S,297)"
"(MoO2S,12);(MoO,2);(MoO2S,90)","(MoO,2);(MoO2S,324)"
"(MoO2S,12);(MoO,2);(MoO2S,90)","(MoO,2);(MoO2S,324)"
"(MoOS5,4);(MoOS3,5);(MoO2S,159)","(Mo,4);(MoO2S,335)"
"(MoO2S,28);(MoO,5);(MoO2S,371)","(MoO,2);(MoO2S,310)"
"(MoO,21);(MoOS2,3);(MoS,178)","(MoS3,14);(MoO2S,297)"
"(MoOS5,4);(MoOS3,5);(MoO2S,159)","(Mo,4);(MoO2S,335)"
"(MoOS3,1);(MoS2,8);(MoO2S,39)","(MoO,4);(MoO2S,307)"
"(MoO2,26);(MoO,2);(MoO2,12)","(MoOS,308);(MoO2S,354)"
"(MoO2,47);(MoO,321);(MoO2S,28)","(MoO,5);(MoO2S,371)"
"(MoOS2,16);(MoO,26);(MoO2S,66)","(MoO,2);(MoO2S,345)"
"(MoOS,10);(MoOS3,3);(MoOS,215)","(Mo,1);(MoO2S,359)"
"(MoS2,2);(MoOS3,61);(MoO2S,22)","(MoO,2);(MoO2S,426)"
"(MoO,64);(Mo,53);(MoS2,2)","(MoOS,6);(MoO2S,10)"
"(MoO,61);(MoOS2,2);(MoS,128)","(MoO,73);(MoO2S,11)"
"(MoO2,7);(MoO,2);(MoO2,50)","(MoO,234);(MoO2S,33)"
"(MoO2S,8);(MoS,3);(MoO2S,29)","(MoS,9);(MoO2S,15)"
"(MoO2,6);(MoO,2);(MoO2,12)","(MoO,58);(MoO2S,47)"
"(MoO2,63);(MoO,39);(MoO2S,2)","(MoO,38);(MoO2S,10)"
"(MoO2S,3);(MoS,3);(MoO2S,10)","(MoS,6);(MoO2S,14)"
"(MoOS,300);(MoO2S,5);(MoO,8)","(MoS,50);(MoO2S,14)"
"(MoS,1);(MoO,76);(MoO2S,19)","(MoO,2);(MoO2S,15)"
"(MoO3,7);(MoO2,87);(MoO3,3)","(MoOS,1);(MoO2S,10)"
"(MoOS,20);(MoOS3,26);(MoS2,103)","(MoO,159);(MoO2S,11)"
"(MoO2,1);(MoO,134);(MoO2S,10)","(MoO,2);(MoO2S,13)"
"(MoO2S,2);(MoS,2);(MoO2S,5)","(MoS,3);(MoO2S,16)"
"(MoO2S,19);(MoS,2);(MoO2S,2)","(MoS,14);(MoO2S,11)"
"(MoO2S,54);(MoO,2);(MoO2S,2)","(MoO,2);(MoO2S,63)"
"(MoO2S,2);(MoS,6);(MoO2S,8)","(MoS,5);(MoO2S,13)"
"(MoOS2,3);(MoS,57);(MoOS,3)","(MoO,57);(MoO2S,16)"
"(MoO2,7);(MoO,122);(MoO2S,87)","(MoO,2);(MoO2S,24)"
"(MoO2S,57);(MoS,2);(MoO2S,12)","(MoS,7);(MoO2S,25)"
"(MoO2,6);(MoO,64);(MoO2S,13)","(MoO,2);(MoO2S,84)"
"(Mo,2);(MoO,316);(MoO2S,2)","(MoO,129);(MoO2S,15)"
"(MoS,65);(MoS3,16);(MoO2S,5)","(MoS,4);(MoO2S,17)"
"(MoO,18);(MoO2S,9);(MoOS2,5)","(MoO,221);(MoO2S,12)"
"(MoOS,20);(MoO,5);(MoO2S,15)","(MoO,5);(MoO2S,12)"
"(MoS3,2);(MoS,2);(MoO2S,7)","(MoS,2);(MoO2S,12)"
"(MoO,4);(MoO2,8);(MoO2S,5)","(MoO,2);(MoO2S,28)"
"(MoO,83);(MoO2S,14);(MoOS2,2)","(MoS2,6);(MoO2S,10)"
"(MoO2S,2);(MoS,3);(MoO2S,14)","(MoS,2);(MoO2S,14)"
"(MoO2S,6);(MoO,2);(MoO2S,16)","(MoO,2);(MoO2S,10)"
"(MoO3,1);(MoO2,60);(MoO2S2,2)","(MoOS,16);(MoO2S,42)"
"(MoO2S,4);(MoS,3);(MoO2S,4)","(MoS,3);(MoO2S,14)"
"(MoOS2,6);(MoS,32);(MoOS2,21)","(MoS,267);(MoO2S,22)"
"(Mo2S8,36);(MoS4,315);(MoS2,3)","(Mo2S5,348);(MoO2S,14)"
"(MoO2,24);(MoO,6);(MoO2,3)","(MoO,63);(MoO2S,16)"
"(MoO2S,9);(MoO,147);(MoO2S,3)","(MoO,375);(MoO2S,43)"
"(MoOS2,33);(Mo,15);(MoS2,2)","(MoO,27);(MoO2S,40)"
"(MoO2S,5);(MoS,6);(MoO2S,3)","(MoS,7);(MoO2S,12)"
"(MoS2,8);(MoOS,2);(MoS3,4)","(MoS,34);(MoO2S,23)"
"(MoO2S,12);(MoO,80);(MoO2S,10)","(MoO,2);(MoO2S,17)"
"(MoOS,2);(MoS,4);(MoS2,6)","(MoOS2,511);(MoO2S,17)"
"(MoOS2,65);(MoO2,1);(MoOS,3)","(MoO2,5);(MoO2S,11)"
"(MoO2,3);(MoO,2);(MoO2,2)","(MoO,20);(MoO2S,16)"
"(MoO2,14);(MoO,2);(MoO2,4)","(MoO,59);(MoO2S,12)"
"(MoO2,227);(MoOS,328);(MoS,4)","(MoOS,11);(MoO2S,21)"
"(MoOS,1);(MoO,63);(MoO2S,3)","(MoO,2);(MoO2S,11)"
"(MoO2S2,2);(MoO2,218);(MoO2S,39)","(MoO,4);(MoO2S,28)"
"(MoO2S,8);(MoS,3);(MoO2S,8)","(MoS,18);(MoO2S,13)"
"(MoOS,47);(MoO,298);(MoO2S,17)","(MoO,2);(MoO2S,15)"
"(MoS2,10);(MoOS2,14);(MoS,9)","(MoOS3,6);(MoO2S,10)"
"(MoO2,16);(MoO,3);(MoO2,20)","(MoO,37);(MoO2S,36)"
"(MoO2S,32);(Mo,2);(MoO2S,50)","(MoO,2);(MoO2S,37)"
"(MoOS,4);(MoO,2);(MoOS,3)","(MoO,66);(MoO2S,10)"
"(MoO2S,58);(MoO,2);(MoO2S,57)","(MoO,3);(MoO2S,10)"
"(MoO2S,13);(MoS,2);(MoO2S,7)","(MoS,3);(MoO2S,70)"
"(MoO,3);(MoO2,66);(MoO2S,2)","(MoO,3);(MoO2S,18)"
"(MoO2,92);(MoO,242);(MoO2S,30)","(MoO,2);(MoO2S,26)"
"(MoS,2);(MoOS2,1);(MoO2S,2)","(MoS,2);(MoO2S,13)"
"(MoO2S,16);(MoO,2);(MoO2S,17)","(MoO,2);(MoO2S,96)"
"(MoO,2);(MoO2S,8);(Mo,1)","(MoO,3);(MoO2S,10)"
"(MoOS2,1);(MoS,2);(MoOS2,9)","(MoO,81);(MoO2S,12)"
"(MoO2,47);(MoO,156);(MoO2S,4)","(MoO,234);(MoO2S,10)"
"(MoO2,35);(MoO,14);(MoO2S,4)","(MoO,68);(MoO2S,65)"
"(MoOS,24);(MoO,1);(MoO2,97)","(MoO,42);(MoO2S,44)"
"(MoO,2);(MoO2S,16);(Mo,1)","(MoO,1);(MoO2S,14)"
"(MoO2,163);(MoO,2);(MoO2,7)","(MoO,421);(MoO2S,10)"
"(MoO2S,23);(MoS,6);(MoO2S,17)","(MoS,3);(MoO2S,30)"
"(MoO2S,13);(MoOS,3);(MoO2S,4)","(MoO,2);(MoO2S,16)"
"(MoO2S2,31);(MoS2,2);(MoO2S2,4)","(MoS2,2);(MoO2S2,12)"
"(MoOS3,6);(MoOS,69);(MoO,25)","(MoOS,153);(MoO2S2,11)"
"(MoS4,87);(MoOS,39);(MoS2,7)","(MoOS,4);(MoO2S2,11)"
"(MoO2S2,35);(MoOS,2);(MoO2S2,20)","(MoOS,2);(MoO2S2,10)"
"(MoO2S2,6);(MoS2,2);(MoO2S2,18)","(MoS2,2);(MoO2S2,10)"
"(MoOS2,2);(MoS,4);(MoS2,11)","(MoOS,18);(MoO2S2,12)"
"(MoOS4,3);(MoS3,44);(MoOS3,25)","(MoOS,124);(MoO2S2,12)"
"(MoO2S2,10);(MoS2,4);(MoO2S2,11)","(MoS2,6);(MoO2S2,12)"
"(MoO2S2,2);(MoS2,4);(MoO2S2,8)","(MoS2,2);(MoO2S2,11)"
"(MoO2S2,26);(MoS2,5);(MoO2S2,5)","(MoS2,2);(MoO2S2,11)"
"(MoO2S2,8);(MoS2,4);(MoO2S2,21)","(MoS2,13);(MoO2S2,11)"
"(MoO2S2,43);(MoS2,2);(MoO2S2,2)","(MoS2,6);(MoO2S2,12)"
"(MoOS3,4);(MoOS,136);(MoOS3,23)","(MoOS,54);(MoO2S2,11)"
"(MoO,1);(MoOS,14);(MoOS3,11)","(MoOS,174);(MoO2S2,11)"
"(MoO2S2,9);(MoOS,8);(MoO2S2,12)","(MoOS,2);(MoO2S2,11)"
"(MoOS,21);(MoO2S2,2);(MoOS,1)","(MoS,1);(MoO2S2,12)"
"(MoS2,28);(MoS,2);(MoS2,16)","(MoOS,18);(MoO2S2,12)"
"(MoO,50);(MoOS2,5);(MoS,134)","(MoO,1);(MoO2S2,11)"
"(MoS3,182);(MoS5,38);(MoOS5,1)","(MoOS,538);(MoO2S2,12)"
"(MoO,219);(MoOS,6);(MoO2S2,9)","(MoOS,8);(MoO2S2,12)"
"(MoO2S2,16);(MoS2,2);(MoO2S2,10)","(MoS2,2);(MoO2S2,13)"
"(MoO2S2,8);(MoOS,5);(MoO2S2,39)","(MoOS,2);(MoO2S2,14)"
"(MoO2S2,15);(MoS2,2);(MoO2S2,20)","(MoS2,10);(MoO2S2,13)"
"(MoO2,135);(MoO,4);(MoOS2,5)","(MoO2,372);(MoO2S2,13)"
"(MoO2S2,12);(MoS2,3);(MoO2S2,2)","(MoS2,2);(MoO2S2,14)"
"(MoO2S2,8);(MoS2,3);(MoO2S2,17)","(MoS2,2);(MoO2S2,13)"
"(MoO3,4);(MoO2,345);(MoO2S2,3)","(MoOS,161);(MoO2S2,14)"
"(MoO2S2,12);(MoS2,7);(MoO2S2,2)","(MoS2,4);(MoO2S2,13)"
"(MoO2S2,8);(MoOS,5);(MoO2S2,39)","(MoOS,2);(MoO2S2,14)"
"(MoO2S2,8);(MoS2,2);(MoO2S2,5)","(MoS2,3);(MoO2S2,13)"
"(MoO2S2,5);(MoOS,24);(MoO2S2,3)","(MoOS,2);(MoO2S2,13)"
"(MoO2S2,2);(MoS2,2);(MoO2S2,4)","(MoS2,2);(MoO2S2,13)"
"(MoO2S2,8);(MoS2,3);(MoO2S2,17)","(MoS2,2);(MoO2S2,13)"
"(MoO2S2,252);(MoO2S,28);(MoOS2,4)","(MoOS,261);(MoO2S2,14)"
"(MoOS3,2);(MoS2,242);(MoOS3,31)","(MoOS,19);(MoO2S2,14)"
"(MoO2S2,33);(MoS2,2);(MoO2S2,15)","(MoS2,7);(MoO2S2,14)"
"(MoO2S2,3);(MoOS,178);(MoOS3,9)","(MoOS,314);(MoO2S2,13)"
"(MoO2S2,8);(MoS2,2);(MoO2S2,5)","(MoS2,3);(MoO2S2,13)"
"(MoOS3,5);(MoS2,241);(MoOS3,28)","(MoOS,33);(MoO2S2,13)"
"(MoO2S2,2);(MoS2,2);(MoO2S2,12)","(MoS2,2);(MoO2S2,14)"
"(MoO2S2,21);(MoS2,2);(MoO2S2,8)","(MoS2,3);(MoO2S2,17)"
"(MoO3,6);(MoO2,55);(MoO3,2)","(MoO2,82);(MoO2S2,17)"
"(Mo,2);(MoOS,163);(Mo,2)","(MoOS,117);(MoO2S2,15)"
"(MoO,1);(MoOS2,3);(Mo,3)","(MoOS,106);(MoO2S2,16)"
"(MoO2S2,5);(MoS2,2);(MoO2S2,7)","(MoS2,2);(MoO2S2,15)"
"(MoO2S2,3);(MoOS,381);(MoO2S2,6)","(MoOS,86);(MoO2S2,17)"
"(MoO2S2,3);(MoOS,381);(MoO2S2,6)","(MoOS,86);(MoO2S2,17)"
"(MoS,8);(MoOS,371);(MoO2S2,6)","(MoOS,101);(MoO2S2,16)"
"(MoO2S2,20);(MoS2,2);(MoO2S2,10)","(MoS2,2);(MoO2S2,16)"
"(MoOS3,30);(MoS2,13);(MoO2S2,5)","(MoS2,10);(MoO2S2,17)"
"(MoO2S4,3);(MoOS,1);(MoO2S2,162)","(MoOS,6);(MoO2S2,16)"
"(MoO2S2,1);(MoOS,2);(MoO2S2,21)","(MoOS,9);(MoO2S2,17)"
"(MoO2S2,21);(MoS2,2);(MoO2S2,8)","(MoS2,3);(MoO2S2,17)"
"(MoO3,4);(MoO2,62);(MoO2S2,4)","(MoOS,62);(MoO2S2,17)"
"(MoS2,7);(MoOS,36);(MoO2S2,4)","(MoO2S,3);(MoO2S2,16)"
"(MoO2S2,5);(MoS2,3);(MoO2S2,2)","(MoS2,2);(MoO2S2,15)"
"(MoO2,61);(MoO2S2,2);(MoO2,51)","(MoOS,223);(MoO2S2,16)"
"(MoOS3,3);(MoS2,105);(MoOS3,30)","(MoOS,269);(MoO2S2,17)"
"(MoO3,2);(MoO2,37);(MoO2S2,3)","(MoO2,85);(MoO2S2,16)"
"(MoS2,7);(MoOS,36);(MoO2S2,4)","(MoO2S,3);(MoO2S2,16)"
"(MoOS3,64);(MoOS,13);(MoO2S2,8)","(MoOS,166);(MoO2S2,18)"
"(MoO2S2,3);(MoS2,2);(MoO2S2,12)","(MoS2,3);(MoO2S2,18)"
"(MoO2S2,7);(MoS2,3);(MoO2S2,11)","(MoS2,5);(MoO2S2,21)"
"(MoO2S2,4);(MoS2,14);(MoO2S2,2)","(MoS2,4);(MoO2S2,21)"
"(MoO2S2,6);(MoS2,2);(MoO2S2,2)","(MoS2,3);(MoO2S2,19)"
"(MoS2,1);(MoS3,64);(MoS5,6)","(MoS3,98);(MoO2S2,19)"
"(MoS4,131);(MoOS4,5);(MoOS3,10)","(MoOS,1);(MoO2S2,18)"
"(MoOS3,64);(MoOS,13);(MoO2S2,8)","(MoOS,166);(MoO2S2,18)"
"(MoO2S2,7);(MoS2,4);(MoO2S2,4)","(MoS2,6);(MoO2S2,18)"
"(MoO3,8);(MoO2,117);(MoO2S2,21)","(MoS,2);(MoO2S2,19)"
"(MoOS2,20);(MoS,3);(MoO2S2,1)","(MoOS,2);(MoO2S2,21)"
"(MoO2S2,2);(MoOS3,13);(MoO2S2,171)","(MoOS3,4);(MoO2S2,21)"
"(MoO3,6);(MoO,3);(MoOS2,163)","(MoOS,131);(MoO2S2,20)"
"(MoS2,2);(MoO2S2,2);(Mo2S6,5)","(MoS2,3);(MoO2S2,19)"
"(MoO2S2,13);(MoS2,3);(MoO2S2,19)","(MoS2,3);(MoO2S2,21)"
"(MoO2S2,8);(MoS2,2);(MoO2S2,8)","(MoS2,8);(MoO2S2,19)"
"(MoS,22);(MoS2,344);(MoO2S2,8)","(MoS2,2);(MoO2S2,18)"
"(Mo,2);(MoOS,40);(MoO2S2,3)","(MoOS,597);(MoO2S2,19)"
"(Mo3O9S2,10);(MoO2,58);(MoO,11)","(MoOS,273);(MoO2S2,20)"
"(MoOS,1);(MoS,1);(MoO2S2,2)","(MoOS,293);(MoO2S2,21)"
"(MoO2S2,14);(MoS2,6);(MoO2S2,5)","(MoS2,2);(MoO2S2,25)"
"(MoOS3,4);(MoOS,146);(MoOS3,3)","(MoOS,29);(MoO2S2,22)"
"(MoO2S2,11);(MoS2,4);(MoO2S2,8)","(MoS2,2);(MoO2S2,23)"
"(MoO2S,70);(MoOS2,1);(MoO2S2,174)","(MoOS,2);(MoO2S2,22)"
"(MoOS3,14);(MoOS,51);(MoOS2,8)","(MoS3,3);(MoO2S2,24)"
"(MoO2S2,9);(MoS2,6);(MoO2S2,15)","(MoS2,2);(MoO2S2,24)"
"(MoOS3,3);(MoS2,56);(MoO2S2,4)","(MoS2,6);(MoO2S2,26)"
"(Mo,1);(MoOS,2);(MoO2S2,5)","(MoOS,2);(MoO2S2,24)"
"(MoO2S2,65);(MoOS,2);(MoO2S2,19)","(MoOS,3);(MoO2S2,22)"
"(MoO,159);(MoOS,9);(MoO2S2,1)","(MoS2,7);(MoO2S2,23)"
"(MoOS3,14);(MoOS,51);(MoOS2,8)","(MoS3,3);(MoO2S2,24)"
"(MoO2S2,12);(MoOS,4);(MoO2S2,86)","(MoOS,2);(MoO2S2,22)"
"(MoO2S2,2);(MoOS,2);(MoO2S2,22)","(MoOS,2);(MoO2S2,23)"
"(MoO2S,78);(MoOS2,25);(MoS,2)","(MoOS2,16);(MoO2S2,22)"
"(MoOS3,8);(MoS,34);(MoOS3,23)","(Mo2S5,39);(MoO2S2,25)"
"(MoO2S2,12);(MoS2,2);(MoO2S2,4)","(MoS2,4);(MoO2S2,22)"
"(MoOS,23);(MoOS3,1);(MoS2,136)","(MoOS,88);(MoO2S2,23)"
"(MoO2S2,24);(MoS2,2);(MoO2S2,7)","(MoS2,4);(MoO2S2,25)"
"(MoO2S2,65);(MoOS,2);(MoO2S2,19)","(MoOS,3);(MoO2S2,22)"
"(MoOS3,101);(MoO2S4,9);(MoOS3,108)","(MoO2S4,7);(MoO2S2,22)"
"(MoS,2);(MoOS2,3);(MoO2S2,4)","(MoOS2,2);(MoO2S2,29)"
"(MoO2S2,14);(MoS2,2);(MoO2S2,5)","(MoS2,3);(MoO2S2,31)"
"(MoO2S2,112);(MoS,3);(MoO2S2,11)","(MoOS2,5);(MoO2S2,27)"
"(MoO2S2,8);(MoOS,5);(MoO2S2,12)","(MoOS,2);(MoO2S2,28)"
"(MoO2S2,107);(MoOS,2);(MoO2S2,43)","(MoOS,2);(MoO2S2,29)"
"(MoO2S2,4);(MoOS,3);(MoO2S2,4)","(MoOS,2);(MoO2S2,28)"
"(Mo,1);(MoO2S2,5);(Mo,1)","(MoOS,5);(MoO2S2,30)"
"(MoO2S2,53);(MoS,2);(MoO2S2,91)","(MoS,2);(MoO2S2,31)"
"(MoO,4);(MoOS,34);(MoO2S2,5)","(MoOS,42);(MoO2S2,27)"
"(MoS4,15);(MoS2,30);(MoO2S2,18)","(MoS2,3);(MoO2S2,27)"
"(MoO2S2,6);(MoOS,2);(MoO2S2,3)","(MoOS,10);(MoO2S2,31)"
"(MoO2S2,23);(MoOS,2);(MoO2S2,6)","(MoOS,2);(MoO2S2,32)"
"(MoO,1);(MoS,28);(MoOS2,2)","(MoOS,367);(MoO2S2,28)"
"(MoO2S2,25);(MoS2,4);(MoO2S2,2)","(MoS2,3);(MoO2S2,30)"
"(MoO2S2,45);(MoOS,4);(MoO2S2,136)","(MoOS,2);(MoO2S2,32)"
"(MoO2S2,114);(MoOS,3);(MoO2S2,8)","(MoOS,3);(MoO2S2,32)"
"(MoO2S2,114);(MoOS,3);(MoO2S2,8)","(MoOS,3);(MoO2S2,32)"
"(MoO2S2,17);(MoS2,5);(MoO2S2,15)","(MoS2,3);(MoO2S2,28)"
"(MoO2S2,22);(MoOS,3);(MoO2S2,7)","(MoOS,2);(MoO2S2,32)"
"(MoO2S2,49);(MoS2,9);(MoO2S2,20)","(MoS2,2);(MoO2S2,31)"
"(MoO2S2,11);(MoS2,2);(MoO2S2,40)","(MoS2,6);(MoO2S2,33)"
"(MoS2,17);(MoOS2,2);(MoO2S2,2)","(MoO2,376);(MoO2S2,33)"
"(MoO2S2,18);(MoS2,2);(MoO2S2,13)","(MoS2,4);(MoO2S2,39)"
"(MoO2S2,7);(MoS2,6);(MoO2S2,8)","(MoS2,4);(MoO2S2,35)"
"(MoO3,5);(MoO2,11);(MoO2S2,1)","(MoOS,346);(MoO2S2,39)"
"(MoOS3,3);(MoS2,128);(MoOS3,3)","(MoS2,94);(MoO2S2,33)"
"(MoO2S2,2);(MoOS,2);(MoO2S2,34)","(MoOS,2);(MoO2S2,33)"
"(MoS2,16);(MoOS2,97);(MoO2S2,4)","(MoOS,137);(MoO2S2,34)"
"(MoS4,5);(MoS2,18);(MoO2S2,2)","(MoS2,3);(MoO2S2,36)"
"(MoO2S2,8);(MoOS,2);(MoO2S2,3)","(MoOS,3);(MoO2S2,33)"
"(MoS2,159);(MoS4,147);(MoS2,4)","(MoS3,160);(MoO2S2,37)"
"(MoO2S,5);(MoOS,70);(MoO2S2,23)","(MoOS,2);(MoO2S2,38)"
"(MoO2S,5);(MoOS,70);(MoO2S2,23)","(MoOS,2);(MoO2S2,38)"
"(MoOS2,2);(MoOS,185);(MoO2S2,2)","(MoOS,2);(MoO2S2,34)"
"(MoO2S2,2);(MoS2,2);(MoO2S2,20)","(MoS2,4);(MoO2S2,39)"
"(MoO2S2,76);(MoOS,2);(MoO2S2,8)","(MoOS,4);(MoO2S2,37)"
"(MoOS,4);(MoS2,89);(MoOS,26)","(MoOS3,28);(MoO2S2,33)"
"(MoO2S2,12);(MoS2,19);(MoO2S2,4)","(MoS2,4);(MoO2S2,33)"
"(Mo,2);(MoOS,46);(MoO2S2,9)","(MoOS,4);(MoO2S2,35)"
"(MoOS2,1);(MoOS,121);(MoO2S2,6)","(MoOS,4);(MoO2S2,33)"
"(MoOS2,8);(MoS,32);(MoS3,25)","(MoOS2,2);(MoO2S2,45)"
"(MoO2S2,9);(MoOS,2);(MoO2S2,127)","(MoOS,2);(MoO2S2,44)"
"(MoO2S2,2);(MoS2,6);(MoO2S2,19)","(MoS2,2);(MoO2S2,42)"
"(MoOS3,5);(MoOS,179);(MoO2S2,9)","(MoOS,4);(MoO2S2,47)"
"(MoO2S2,12);(MoS2,7);(MoO2S2,6)","(MoS2,2);(MoO2S2,40)"
"(MoO2S2,86);(MoOS,2);(MoO2S2,22)","(MoOS,4);(MoO2S2,40)"
"(MoO2S2,12);(MoS2,7);(MoO2S2,6)","(MoS2,2);(MoO2S2,40)"
"(MoO,2);(MoO2,9);(MoO,11)","(MoOS2,8);(MoO2S2,45)"
"(MoO2S2,12);(MoS2,2);(MoO2S2,5)","(MoS2,5);(MoO2S2,43)"
"(MoOS2,29);(Mo2S5,5);(MoOS3,8)","(MoOS,126);(MoO2S2,43)"
"(MoS3,256);(MoS2,2);(MoO2S2,11)","(MoS2,2);(MoO2S2,40)"
"(MoO2S2,2);(MoS2,6);(MoO2S2,19)","(MoS2,2);(MoO2S2,42)"
"(MoOS3,32);(MoS2,3);(MoOS3,3)","(MoOS,99);(MoO2S2,44)"
"(MoOS,119);(MoO,1);(MoS,3)","(MoOS,138);(MoO2S2,47)"
"(MoO2S2,9);(MoOS,2);(MoO2S2,127)","(MoOS,2);(MoO2S2,44)"
"(MoO2S2,40);(MoOS,2);(MoO2S2,107)","(MoOS,2);(MoO2S2,43)"
"(MoS3,256);(MoS2,2);(MoO2S2,11)","(MoS2,2);(MoO2S2,40)"
"(MoS2,2);(MoOS3,100);(MoO2S2,28)","(MoOS,8);(MoO2S2,43)"
"(MoO2S2,40);(MoOS,2);(MoO2S2,107)","(MoOS,2);(MoO2S2,43)"
"(MoO2S2,86);(MoOS,2);(MoO2S2,22)","(MoOS,4);(MoO2S2,40)"
"(MoOS,5);(MoO2S,4);(MoO2,1)","(MoOS,37);(MoO2S2,49)"
"(MoO3,6);(MoO2,339);(MoO2S2,12)","(MoOS,2);(MoO2S2,50)"
"(MoO3,6);(MoO2,339);(MoO2S2,12)","(MoOS,2);(MoO2S2,50)"
"(MoO2S2,39);(MoS2,2);(MoO2S2,51)","(MoS2,2);(MoO2S2,50)"
"(MoO2S2,5);(MoS2,2);(MoO2S2,4)","(MoS2,2);(MoO2S2,52)"
"(MoO2S4,15);(MoO2S2,1);(MoS3,1)","(MoO2S4,23);(MoO2S2,56)"
"(MoO2S2,2);(MoO2,376);(MoO2S2,33)","(MoOS,2);(MoO2S2,58)"
"(MoO2S2,7);(MoOS,2);(MoO2S2,19)","(MoOS,2);(MoO2S2,54)"
"(MoO2S2,19);(MoS2,3);(MoO2S2,21)","(MoS2,2);(MoO2S2,49)"
"(MoO3,4);(MoO2,104);(MoO2S2,5)","(MoOS,52);(MoO2S2,55)"
"(MoO2S2,20);(MoS2,4);(MoO2S2,39)","(MoS2,2);(MoO2S2,51)"
"(MoO2S2,2);(MoS2,2);(MoO2S2,22)","(MoS2,4);(MoO2S2,52)"
"(MoS5,1);(MoOS3,8);(MoO2S2,147)","(MoOS,2);(MoO2S2,54)"
"(MoOS6,5);(MoOS4,4);(MoS3,4)","(MoOS4,58);(MoO2S2,51)"
"(MoO2S4,15);(MoO2S2,1);(MoS3,1)","(MoO2S4,23);(MoO2S2,56)"
"(MoO2S2,7);(MoS2,3);(MoO2S2,20)","(MoS2,4);(MoO2S2,49)"
